Date,Time,Width,Height
2024-07-23,15:27:52.897803,287,190,0.8984375,-15.5,-68.0,1.1149825783972125
2024-07-23,15:27:52.958571,282,189,0.91015625,-5.0,-71.5,1.1347517730496455
2024-07-23,15:27:53.018329,282,189,0.90234375,-2.0,-71.5,1.1347517730496455
2024-07-23,15:27:53.073839,286,186,0.9140625,-2.0,-71.0,1.118881118881119
2024-07-23,15:27:53.138377,290,186,0.90234375,-12.0,-74.0,1.103448275862069
2024-07-23,15:27:53.196166,282,186,0.9140625,-2.0,-71.0,1.1347517730496455
2024-07-23,15:27:53.259617,282,186,0.92578125,-5.0,-74.0,1.1347517730496455
2024-07-23,15:27:53.319612,282,189,0.90234375,1.0,-71.5,1.1347517730496455
2024-07-23,15:27:53.376468,274,189,0.87890625,1.0,-79.5,1.167883211678832
2024-07-23,15:27:53.438353,304,231,0.8515625,35.0,-112.5,1.0526315789473684
2024-07-23,15:27:53.496800,296,222,0.7890625,40.0,-103.0,1.0810810810810811
2024-07-23,15:27:53.559934,336,212,0.39453125,66.0,-113.0,0.9523809523809523
2024-07-23,15:27:53.793906,286,159,0.7265625,156.0,-151.5,1.118881118881119
2024-07-23,15:27:53.856142,292,225,0.60546875,177.0,-129.5,1.095890410958904
2024-07-23,15:27:53.922565,313,248,0.44140625,176.5,-116.0,1.0223642172523961
2024-07-23,15:27:59.361370,44,25,0.2734375,75.0,209.5,7.2727272727272725
2024-07-23,15:28:04.115754,298,64,0.26171875,162.0,-208.0,1.0738255033557047
2024-07-23,15:28:04.717600,298,63,0.2734375,165.0,-208.5,1.0738255033557047
2024-07-23,15:28:04.840507,294,63,0.25,165.0,-207.5,1.08843537414966
2024-07-23,15:28:05.320609,298,62,0.25,162.0,-209.0,1.0738255033557047
2024-07-23,15:28:05.801379,241,81,0.32421875,178.5,-197.5,1.3278008298755186
2024-07-23,15:28:06.103039,228,76,0.44140625,198.0,-196.0,1.4035087719298245
2024-07-23,15:28:06.343587,241,71,0.26171875,195.5,-199.5,1.3278008298755186
2024-07-23,15:28:06.409123,234,72,0.30078125,198.0,-201.0,1.3675213675213675
2024-07-23,15:28:06.466767,234,65,0.30078125,201.0,-204.5,1.3675213675213675
2024-07-23,15:28:06.529468,231,67,0.33984375,198.5,-202.5,1.3852813852813852
2024-07-23,15:28:07.306516,224,67,0.80078125,204.0,-201.5,1.4285714285714286
2024-07-23,15:28:07.372354,218,68,0.60546875,207.0,-199.0,1.4678899082568808
2024-07-23,15:28:07.548310,183,136,0.8203125,220.5,-167.0,1.7486338797814207
2024-07-23,15:28:07.616296,186,130,0.8984375,220.0,-173.0,1.7204301075268817
2024-07-23,15:28:07.669961,192,139,0.6171875,215.0,-164.5,1.6666666666666667
2024-07-23,15:28:07.735473,189,139,0.26171875,223.5,-156.5,1.693121693121693
2024-07-23,15:28:07.968662,225,157,0.46875,202.5,-151.5,1.4222222222222223
2024-07-23,15:28:08.033605,259,164,0.44140625,183.5,-147.0,1.2355212355212355
2024-07-23,15:28:08.210160,292,212,0.91796875,168.0,-109.0,1.095890410958904
2024-07-23,15:28:08.274191,304,204,0.92578125,150.0,-110.0,1.0526315789473684
2024-07-23,15:28:08.332826,279,215,0.9140625,163.5,-112.5,1.146953405017921
2024-07-23,15:28:08.394963,296,219,0.7578125,155.0,-96.5,1.0810810810810811
2024-07-23,15:28:08.455168,292,206,0.875,151.0,-103.0,1.095890410958904
2024-07-23,15:28:08.515465,296,206,0.87890625,146.0,-94.0,1.0810810810810811
2024-07-23,15:28:08.578058,304,219,0.87890625,146.0,-97.5,1.0526315789473684
2024-07-23,15:28:08.634728,304,212,0.859375,146.0,-97.0,1.0526315789473684
2024-07-23,15:28:08.695768,309,190,0.84375,137.5,-97.0,1.035598705501618
2024-07-23,15:28:08.758619,292,190,0.7890625,138.0,-101.0,1.095890410958904
2024-07-23,15:28:08.815757,287,187,0.8515625,141.5,-94.5,1.1149825783972125
2024-07-23,15:28:08.878076,287,198,0.859375,141.5,-94.0,1.1149825783972125
2024-07-23,15:28:08.939892,290,186,0.84375,133.0,-87.0,1.103448275862069
2024-07-23,15:28:08.995618,295,186,0.76953125,129.5,-89.0,1.0847457627118644
2024-07-23,15:28:09.063712,300,198,0.69921875,139.0,-100.0,1.0666666666666667
2024-07-23,15:28:09.119284,296,201,0.7265625,139.0,-93.5,1.0810810810810811
2024-07-23,15:28:09.179477,283,195,0.8984375,125.5,-87.5,1.1307420494699647
2024-07-23,15:28:09.238720,309,195,0.890625,117.5,-90.5,1.035598705501618
2024-07-23,15:28:09.299784,292,190,0.88671875,121.0,-84.0,1.095890410958904
2024-07-23,15:28:09.360125,300,212,0.9140625,113.0,-87.0,1.0666666666666667
2024-07-23,15:28:09.416962,287,198,0.9375,112.5,-71.0,1.1149825783972125
2024-07-23,15:28:09.479828,264,198,0.92578125,108.0,-84.0,1.2121212121212122
2024-07-23,15:28:09.540456,299,189,0.9375,88.5,-76.5,1.0702341137123745
2024-07-23,15:28:09.596074,287,195,0.8984375,86.5,-71.5,1.1149825783972125
2024-07-23,15:28:09.661481,282,189,0.93359375,95.0,-81.5,1.1347517730496455
2024-07-23,15:28:09.718698,287,195,0.9296875,95.5,-71.5,1.1149825783972125
2024-07-23,15:28:09.784364,286,194,0.8671875,85.0,-76.0,1.118881118881119
2024-07-23,15:28:09.840152,309,195,0.875,73.5,-74.5,1.035598705501618
2024-07-23,15:28:09.897204,311,183,0.88671875,71.5,-73.5,1.0289389067524115
2024-07-23,15:28:09.962635,303,186,0.8984375,81.5,-76.0,1.056105610561056
2024-07-23,15:28:10.019131,295,189,0.92578125,88.5,-76.5,1.0847457627118644
2024-07-23,15:28:10.083191,286,194,0.9375,81.0,-74.0,1.118881118881119
2024-07-23,15:28:10.144282,286,189,0.94140625,78.0,-73.5,1.118881118881119
2024-07-23,15:28:10.199955,295,197,0.92578125,74.5,-71.5,1.0847457627118644
2024-07-23,15:28:10.264964,295,189,0.91015625,78.5,-73.5,1.0847457627118644
2024-07-23,15:28:10.319705,303,197,0.84375,71.5,-76.5,1.056105610561056
2024-07-23,15:28:10.383190,316,192,0.8359375,75.0,-79.0,1.0126582278481013
2024-07-23,15:28:10.442624,290,194,0.9140625,81.0,-71.0,1.103448275862069
2024-07-23,15:28:10.499520,307,189,0.921875,81.5,-71.5,1.0423452768729642
2024-07-23,15:28:10.562151,299,181,0.91015625,85.5,-79.5,1.0702341137123745
2024-07-23,15:28:10.623336,304,195,0.91796875,78.0,-71.5,1.0526315789473684
2024-07-23,15:28:10.682324,303,186,0.91015625,81.5,-76.0,1.056105610561056
2024-07-23,15:28:10.745269,296,190,0.921875,87.0,-75.0,1.0810810810810811
2024-07-23,15:28:10.799401,309,201,0.921875,73.5,-74.5,1.035598705501618
2024-07-23,15:28:10.861531,296,184,0.875,91.0,-81.0,1.0810810810810811
2024-07-23,15:28:10.922584,283,190,0.9296875,99.5,-78.0,1.1307420494699647
2024-07-23,15:28:10.981166,292,187,0.91796875,100.0,-81.5,1.095890410958904
2024-07-23,15:28:11.047584,300,190,0.90234375,100.0,-84.0,1.0666666666666667
2024-07-23,15:28:11.102000,309,198,0.87890625,104.5,-81.0,1.035598705501618
2024-07-23,15:28:11.165687,304,204,0.90234375,95.0,-78.0,1.0526315789473684
2024-07-23,15:28:11.224569,313,195,0.7109375,103.5,-87.5,1.0223642172523961
2024-07-23,15:28:11.290340,318,187,0.87890625,95.0,-87.5,1.0062893081761006
2024-07-23,15:28:11.357718,296,195,0.91015625,104.0,-96.5,1.0810810810810811
2024-07-23,15:28:11.404024,300,225,0.828125,108.0,-96.5,1.0666666666666667
2024-07-23,15:28:11.462176,337,268,0.55859375,88.5,-79.0,0.9495548961424333
2024-07-23,15:28:11.526414,313,206,0.7265625,121.5,-113.0,1.0223642172523961
2024-07-23,15:28:11.586786,304,201,0.6171875,125.0,-119.5,1.0526315789473684
2024-07-23,15:28:11.646337,278,186,0.92578125,112.0,-124.0,1.1510791366906474
2024-07-23,15:28:11.704240,286,194,0.9140625,123.0,-119.0,1.118881118881119
2024-07-23,15:28:11.764119,331,238,0.3515625,146.5,-116.0,0.9667673716012085
2024-07-23,15:28:11.827935,309,225,0.80859375,142.5,-132.5,1.035598705501618
2024-07-23,15:28:11.884794,292,187,0.78125,142.0,-148.5,1.095890410958904
2024-07-23,15:28:11.948432,292,177,0.67578125,130.0,-138.5,1.095890410958904
2024-07-23,15:28:12.008610,296,179,0.55859375,130.0,-138.5,1.0810810810810811
2024-07-23,15:28:12.064222,287,184,0.80859375,137.5,-148.0,1.1149825783972125
2024-07-23,15:28:12.128439,313,215,0.44140625,150.5,-131.5,1.0223642172523961
2024-07-23,15:28:12.187701,290,161,0.46875,128.0,-149.5,1.103448275862069
2024-07-23,15:28:12.246208,286,159,0.84375,126.0,-151.5,1.118881118881119
2024-07-23,15:28:12.308559,272,152,0.8359375,119.0,-157.0,1.1764705882352942
2024-07-23,15:28:12.366855,296,143,0.80078125,125.0,-158.5,1.0810810810810811
2024-07-23,15:28:12.430296,305,141,0.78125,130.5,-165.5,1.0491803278688525
2024-07-23,15:28:12.485691,309,139,0.828125,125.5,-165.5,1.035598705501618
2024-07-23,15:28:12.547041,305,141,0.8203125,130.5,-163.5,1.0491803278688525
2024-07-23,15:28:12.609422,314,137,0.828125,130.0,-165.5,1.019108280254777
2024-07-23,15:28:12.668231,318,137,0.6328125,125.0,-165.5,1.0062893081761006
2024-07-23,15:28:12.730052,318,147,0.7109375,130.0,-163.5,1.0062893081761006
2024-07-23,15:28:12.789938,305,141,0.76953125,130.5,-165.5,1.0491803278688525
2024-07-23,15:28:12.849294,305,139,0.80859375,130.5,-167.5,1.0491803278688525
2024-07-23,15:28:12.910810,301,137,0.8203125,130.5,-167.5,1.06312292358804
2024-07-23,15:28:12.967509,301,135,0.7578125,130.5,-167.5,1.06312292358804
2024-07-23,15:28:13.031586,292,135,0.8203125,135.0,-168.5,1.095890410958904
2024-07-23,15:28:13.090039,296,133,0.84375,135.0,-168.5,1.0810810810810811
2024-07-23,15:28:13.146902,280,137,0.87890625,130.0,-167.5,1.1428571428571428
2024-07-23,15:28:13.214324,284,133,0.8671875,130.0,-170.5,1.1267605633802817
2024-07-23,15:28:13.272106,288,137,0.875,135.0,-168.5,1.1111111111111112
2024-07-23,15:28:13.331553,288,133,0.91015625,130.0,-170.5,1.1111111111111112
2024-07-23,15:28:13.392405,292,135,0.92578125,130.0,-167.5,1.095890410958904
2024-07-23,15:28:13.449277,296,131,0.9140625,130.0,-168.5,1.0810810810810811
2024-07-23,15:28:13.512907,288,135,0.90234375,130.0,-168.5,1.1111111111111112
2024-07-23,15:28:13.569923,305,135,0.92578125,135.5,-167.5,1.0491803278688525
2024-07-23,15:28:13.628442,292,135,0.921875,130.0,-167.5,1.095890410958904
2024-07-23,15:28:13.699358,292,133,0.921875,135.0,-168.5,1.095890410958904
2024-07-23,15:28:13.750158,292,135,0.9296875,135.0,-167.5,1.095890410958904
2024-07-23,15:28:13.814622,292,130,0.890625,135.0,-171.0,1.095890410958904
2024-07-23,15:28:13.869658,292,131,0.875,130.0,-168.5,1.095890410958904
2024-07-23,15:28:13.933511,288,137,0.8984375,130.0,-165.5,1.1111111111111112
2024-07-23,15:28:13.994289,292,141,0.90234375,125.0,-165.5,1.095890410958904
2024-07-23,15:28:14.051069,296,139,0.8984375,130.0,-167.5,1.0810810810810811
2024-07-23,15:28:14.115272,296,135,0.90234375,120.0,-167.5,1.0810810810810811
2024-07-23,15:28:14.176964,284,137,0.91015625,125.0,-168.5,1.1267605633802817
2024-07-23,15:28:14.236459,296,135,0.91796875,130.0,-167.5,1.0810810810810811
2024-07-23,15:28:14.295728,292,137,0.92578125,130.0,-167.5,1.095890410958904
2024-07-23,15:28:14.354751,292,135,0.88671875,125.0,-168.5,1.095890410958904
2024-07-23,15:28:14.418354,296,135,0.8984375,125.0,-168.5,1.0810810810810811
2024-07-23,15:28:14.478145,292,133,0.90234375,130.0,-170.5,1.095890410958904
2024-07-23,15:28:14.540929,309,135,0.87890625,134.5,-168.5,1.035598705501618
2024-07-23,15:28:14.597487,296,133,0.90234375,130.0,-170.5,1.0810810810810811
2024-07-23,15:28:14.657946,301,128,0.80078125,125.5,-175.0,1.06312292358804
2024-07-23,15:28:14.716865,296,122,0.78125,119.0,-174.0,1.0810810810810811
2024-07-23,15:28:14.777617,296,131,0.80859375,120.0,-172.5,1.0810810810810811
2024-07-23,15:28:14.834687,305,131,0.8671875,130.5,-172.5,1.0491803278688525
2024-07-23,15:28:14.896870,292,130,0.8671875,125.0,-173.0,1.095890410958904
2024-07-23,15:28:14.955916,296,130,0.8671875,130.0,-173.0,1.0810810810810811
2024-07-23,15:28:15.015143,284,126,0.8984375,125.0,-175.0,1.1267605633802817
2024-07-23,15:28:15.077728,284,128,0.91015625,130.0,-175.0,1.1267605633802817
2024-07-23,15:28:15.133266,284,124,0.9140625,135.0,-176.0,1.1267605633802817
2024-07-23,15:28:15.197152,288,128,0.91796875,130.0,-175.0,1.1111111111111112
2024-07-23,15:28:15.254997,288,130,0.91796875,130.0,-175.0,1.1111111111111112
2024-07-23,15:28:15.314479,288,130,0.91015625,130.0,-173.0,1.1111111111111112
2024-07-23,15:28:15.382514,288,137,0.90234375,125.0,-168.5,1.1111111111111112
2024-07-23,15:28:15.436116,288,131,0.8984375,130.0,-172.5,1.1111111111111112
2024-07-23,15:28:15.498793,288,131,0.890625,125.0,-172.5,1.1111111111111112
2024-07-23,15:28:15.558808,292,131,0.890625,130.0,-172.5,1.095890410958904
2024-07-23,15:28:15.615825,292,130,0.8984375,125.0,-175.0,1.095890410958904
2024-07-23,15:28:15.682088,296,130,0.9140625,130.0,-173.0,1.0810810810810811
2024-07-23,15:28:15.736538,301,131,0.9140625,130.5,-170.5,1.06312292358804
2024-07-23,15:28:15.796386,292,135,0.91015625,130.0,-170.5,1.095890410958904
2024-07-23,15:28:15.860108,292,135,0.91015625,125.0,-170.5,1.095890410958904
2024-07-23,15:28:15.918453,284,131,0.890625,125.0,-172.5,1.1267605633802817
2024-07-23,15:28:15.979870,296,133,0.91796875,130.0,-170.5,1.0810810810810811
2024-07-23,15:28:16.036986,301,133,0.890625,125.5,-170.5,1.06312292358804
2024-07-23,15:28:16.096347,292,130,0.88671875,125.0,-175.0,1.095890410958904
2024-07-23,15:28:16.160343,292,130,0.90234375,130.0,-175.0,1.095890410958904
2024-07-23,15:28:16.217413,296,131,0.890625,125.0,-172.5,1.0810810810810811
2024-07-23,15:28:16.281486,296,135,0.859375,125.0,-168.5,1.0810810810810811
2024-07-23,15:28:16.339661,296,133,0.859375,125.0,-170.5,1.0810810810810811
2024-07-23,15:28:16.406718,301,137,0.84375,125.5,-170.5,1.06312292358804
2024-07-23,15:28:16.474320,305,128,0.859375,125.5,-173.0,1.0491803278688525
2024-07-23,15:28:16.531464,309,133,0.8359375,125.5,-168.5,1.035598705501618
2024-07-23,15:28:16.588034,301,128,0.76953125,119.5,-173.0,1.06312292358804
2024-07-23,15:28:16.640985,301,133,0.9140625,130.5,-170.5,1.06312292358804
2024-07-23,15:28:16.704424,301,133,0.890625,120.5,-170.5,1.06312292358804
2024-07-23,15:28:16.763555,296,131,0.91796875,125.0,-170.5,1.0810810810810811
2024-07-23,15:28:16.819074,305,131,0.8984375,125.5,-170.5,1.0491803278688525
2024-07-23,15:28:16.880709,301,130,0.91015625,130.5,-173.0,1.06312292358804
2024-07-23,15:28:16.942500,301,128,0.8671875,125.5,-173.0,1.06312292358804
2024-07-23,15:28:17.001451,292,130,0.9140625,130.0,-173.0,1.095890410958904
2024-07-23,15:28:17.064450,301,128,0.9140625,130.5,-173.0,1.06312292358804
2024-07-23,15:28:17.123403,305,130,0.91796875,130.5,-173.0,1.0491803278688525
2024-07-23,15:28:17.181169,301,130,0.8984375,125.5,-171.0,1.06312292358804
2024-07-23,15:28:17.243893,301,126,0.88671875,130.5,-175.0,1.06312292358804
2024-07-23,15:28:17.302382,288,126,0.91015625,130.0,-175.0,1.1111111111111112
2024-07-23,15:28:17.367257,296,128,0.91015625,130.0,-175.0,1.0810810810810811
2024-07-23,15:28:17.423959,296,128,0.890625,130.0,-173.0,1.0810810810810811
2024-07-23,15:28:17.481366,292,131,0.91015625,130.0,-172.5,1.095890410958904
2024-07-23,15:28:17.548027,301,128,0.91015625,130.5,-173.0,1.06312292358804
2024-07-23,15:28:17.604973,296,128,0.90234375,135.0,-175.0,1.0810810810810811
2024-07-23,15:28:17.666076,296,131,0.921875,135.0,-172.5,1.0810810810810811
2024-07-23,15:28:17.724901,292,131,0.91015625,130.0,-170.5,1.095890410958904
2024-07-23,15:28:17.783166,296,130,0.90234375,135.0,-175.0,1.0810810810810811
2024-07-23,15:28:17.849489,292,131,0.91015625,130.0,-170.5,1.095890410958904
2024-07-23,15:28:17.903141,292,131,0.890625,130.0,-172.5,1.095890410958904
2024-07-23,15:28:17.965811,288,131,0.91015625,130.0,-170.5,1.1111111111111112
2024-07-23,15:28:18.024653,292,131,0.87890625,135.0,-172.5,1.095890410958904
2024-07-23,15:28:18.086358,296,131,0.84375,125.0,-172.5,1.0810810810810811
2024-07-23,15:28:18.147924,292,128,0.88671875,130.0,-175.0,1.095890410958904
2024-07-23,15:28:18.205038,292,130,0.91796875,130.0,-173.0,1.095890410958904
2024-07-23,15:28:18.264066,292,128,0.84375,125.0,-175.0,1.095890410958904
2024-07-23,15:28:18.327264,305,130,0.84375,120.5,-173.0,1.0491803278688525
2024-07-23,15:28:18.385354,296,130,0.8671875,125.0,-173.0,1.0810810810810811
2024-07-23,15:28:18.447871,292,130,0.8671875,125.0,-175.0,1.095890410958904
2024-07-23,15:28:18.506883,296,130,0.875,125.0,-175.0,1.0810810810810811
2024-07-23,15:28:18.563904,292,126,0.8359375,125.0,-176.0,1.095890410958904
2024-07-23,15:28:18.629168,305,128,0.8203125,120.5,-175.0,1.0491803278688525
2024-07-23,15:28:18.685090,296,128,0.84375,120.0,-175.0,1.0810810810810811
2024-07-23,15:28:18.750470,305,126,0.80078125,125.5,-176.0,1.0491803278688525
2024-07-23,15:28:18.806522,301,128,0.78125,120.5,-176.0,1.06312292358804
2024-07-23,15:28:18.865931,301,130,0.80078125,125.5,-175.0,1.06312292358804
2024-07-23,15:28:18.930896,305,128,0.80078125,125.5,-175.0,1.0491803278688525
2024-07-23,15:28:18.987504,301,128,0.7578125,120.5,-178.0,1.06312292358804
2024-07-23,15:28:19.048267,296,128,0.78125,125.0,-175.0,1.0810810810810811
2024-07-23,15:28:19.109572,305,126,0.84375,125.5,-176.0,1.0491803278688525
2024-07-23,15:28:19.166513,305,126,0.75,125.5,-176.0,1.0491803278688525
2024-07-23,15:28:19.231133,305,126,0.7109375,120.5,-176.0,1.0491803278688525
2024-07-23,15:28:19.289452,301,126,0.84375,125.5,-176.0,1.06312292358804
2024-07-23,15:28:19.352216,296,126,0.8203125,125.0,-176.0,1.0810810810810811
2024-07-23,15:28:19.412742,305,126,0.828125,125.5,-175.0,1.0491803278688525
2024-07-23,15:28:19.466933,301,126,0.80859375,125.5,-176.0,1.06312292358804
2024-07-23,15:28:19.533163,301,128,0.8515625,125.5,-175.0,1.06312292358804
2024-07-23,15:28:19.588554,296,126,0.859375,125.0,-176.0,1.0810810810810811
2024-07-23,15:28:19.647424,296,126,0.890625,125.0,-176.0,1.0810810810810811
2024-07-23,15:28:19.712784,301,126,0.890625,130.5,-176.0,1.06312292358804
2024-07-23,15:28:19.770206,301,126,0.875,125.5,-175.0,1.06312292358804
2024-07-23,15:28:19.832345,301,124,0.87890625,130.5,-174.0,1.06312292358804
2024-07-23,15:28:19.890713,296,126,0.88671875,125.0,-175.0,1.0810810810810811
2024-07-23,15:28:19.950322,296,126,0.8984375,130.0,-175.0,1.0810810810810811
2024-07-23,15:28:20.014660,301,128,0.8984375,125.5,-175.0,1.06312292358804
2024-07-23,15:28:20.072733,292,124,0.8984375,125.0,-176.0,1.095890410958904
2024-07-23,15:28:20.133820,292,126,0.8671875,125.0,-176.0,1.095890410958904
2024-07-23,15:28:20.193077,292,124,0.88671875,125.0,-176.0,1.095890410958904
2024-07-23,15:28:20.251240,296,124,0.8203125,120.0,-178.0,1.0810810810810811
2024-07-23,15:28:20.313963,288,126,0.88671875,130.0,-176.0,1.1111111111111112
2024-07-23,15:28:20.371203,296,124,0.88671875,130.0,-176.0,1.0810810810810811
2024-07-23,15:28:20.434335,296,126,0.859375,125.0,-176.0,1.0810810810810811
2024-07-23,15:28:20.494097,292,126,0.8671875,125.0,-176.0,1.095890410958904
2024-07-23,15:28:20.552496,292,126,0.88671875,125.0,-176.0,1.095890410958904
2024-07-23,15:28:20.616207,292,126,0.88671875,125.0,-176.0,1.095890410958904
2024-07-23,15:28:20.673769,296,128,0.87890625,125.0,-176.0,1.0810810810810811
2024-07-23,15:28:20.732240,296,126,0.84375,125.0,-176.0,1.0810810810810811
2024-07-23,15:28:20.796227,288,124,0.90234375,130.0,-176.0,1.1111111111111112
2024-07-23,15:28:20.853590,292,124,0.875,125.0,-178.0,1.095890410958904
2024-07-23,15:28:20.916372,296,126,0.875,125.0,-176.0,1.0810810810810811
2024-07-23,15:28:20.973011,292,126,0.87890625,125.0,-176.0,1.095890410958904
2024-07-23,15:28:21.032964,292,128,0.8984375,125.0,-176.0,1.095890410958904
2024-07-23,15:28:21.097619,288,122,0.875,125.0,-178.0,1.1111111111111112
2024-07-23,15:28:21.153193,296,124,0.87890625,125.0,-176.0,1.0810810810810811
2024-07-23,15:28:21.217905,296,124,0.8984375,125.0,-178.0,1.0810810810810811
2024-07-23,15:28:21.276283,296,126,0.8671875,125.0,-176.0,1.0810810810810811
2024-07-23,15:28:21.334358,296,126,0.890625,125.0,-176.0,1.0810810810810811
2024-07-23,15:28:21.396698,296,126,0.90234375,130.0,-178.0,1.0810810810810811
2024-07-23,15:28:21.454832,296,124,0.88671875,125.0,-176.0,1.0810810810810811
2024-07-23,15:28:21.525821,296,122,0.8515625,130.0,-180.0,1.0810810810810811
2024-07-23,15:28:21.581015,296,122,0.87890625,130.0,-180.0,1.0810810810810811
2024-07-23,15:28:21.635766,288,122,0.8984375,130.0,-178.0,1.1111111111111112
2024-07-23,15:28:21.699276,301,122,0.8984375,130.5,-180.0,1.06312292358804
2024-07-23,15:28:21.755037,301,124,0.890625,130.5,-178.0,1.06312292358804
2024-07-23,15:28:21.816255,288,122,0.8984375,130.0,-178.0,1.1111111111111112
2024-07-23,15:28:21.879219,305,122,0.875,130.5,-180.0,1.0491803278688525
2024-07-23,15:28:21.937105,296,126,0.91015625,130.0,-178.0,1.0810810810810811
2024-07-23,15:28:21.999967,296,124,0.91015625,125.0,-178.0,1.0810810810810811
2024-07-23,15:28:22.056340,301,126,0.93359375,130.5,-176.0,1.06312292358804
2024-07-23,15:28:22.116066,292,126,0.91015625,125.0,-176.0,1.095890410958904
2024-07-23,15:28:22.180530,296,124,0.8984375,125.0,-180.0,1.0810810810810811
2024-07-23,15:28:22.237613,296,124,0.91796875,130.0,-178.0,1.0810810810810811
2024-07-23,15:28:22.300107,296,124,0.87890625,125.0,-178.0,1.0810810810810811
2024-07-23,15:28:22.360714,301,126,0.87890625,125.5,-178.0,1.06312292358804
2024-07-23,15:28:22.418588,301,126,0.87890625,125.5,-178.0,1.06312292358804
2024-07-23,15:28:22.480763,292,124,0.90234375,130.0,-176.0,1.095890410958904
2024-07-23,15:28:22.538719,301,124,0.84375,120.5,-178.0,1.06312292358804
2024-07-23,15:28:22.603723,296,122,0.890625,130.0,-178.0,1.0810810810810811
2024-07-23,15:28:22.659778,296,124,0.88671875,125.0,-178.0,1.0810810810810811
2024-07-23,15:28:22.717866,301,124,0.87890625,125.5,-178.0,1.06312292358804
2024-07-23,15:28:22.784418,296,124,0.8984375,125.0,-178.0,1.0810810810810811
2024-07-23,15:28:22.839638,301,122,0.8984375,125.5,-178.0,1.06312292358804
2024-07-23,15:28:22.899912,301,124,0.88671875,130.5,-178.0,1.06312292358804
2024-07-23,15:28:22.963182,301,124,0.8671875,125.5,-178.0,1.06312292358804
2024-07-23,15:28:23.021989,301,122,0.87890625,125.5,-180.0,1.06312292358804
2024-07-23,15:28:23.084492,301,124,0.859375,125.5,-178.0,1.06312292358804
2024-07-23,15:28:23.141998,296,124,0.8359375,120.0,-180.0,1.0810810810810811
2024-07-23,15:28:23.204415,296,124,0.80859375,125.0,-180.0,1.0810810810810811
2024-07-23,15:28:23.264802,296,126,0.859375,120.0,-178.0,1.0810810810810811
2024-07-23,15:28:23.320645,301,126,0.828125,120.5,-178.0,1.06312292358804
2024-07-23,15:28:23.386316,296,124,0.84375,125.0,-178.0,1.0810810810810811
2024-07-23,15:28:23.443343,296,126,0.80078125,125.0,-178.0,1.0810810810810811
2024-07-23,15:28:23.502571,301,126,0.859375,125.5,-178.0,1.06312292358804
2024-07-23,15:28:23.565880,296,124,0.87890625,125.0,-180.0,1.0810810810810811
2024-07-23,15:28:23.622989,305,124,0.76953125,120.5,-180.0,1.0491803278688525
2024-07-23,15:28:23.685890,301,124,0.8359375,125.5,-178.0,1.06312292358804
2024-07-23,15:28:23.743618,305,126,0.78125,120.5,-178.0,1.0491803278688525
2024-07-23,15:28:23.801831,305,128,0.8359375,120.5,-178.0,1.0491803278688525
2024-07-23,15:28:23.866357,301,124,0.8203125,120.5,-180.0,1.06312292358804
2024-07-23,15:28:23.923307,296,124,0.8359375,125.0,-180.0,1.0810810810810811
2024-07-23,15:28:23.984217,305,124,0.69921875,125.5,-178.0,1.0491803278688525
2024-07-23,15:28:24.048609,305,124,0.80078125,125.5,-180.0,1.0491803278688525
2024-07-23,15:28:24.103979,309,126,0.7109375,125.5,-180.0,1.035598705501618
2024-07-23,15:28:24.168401,309,128,0.80859375,125.5,-176.0,1.035598705501618
2024-07-23,15:28:24.223157,305,128,0.828125,125.5,-178.0,1.0491803278688525
2024-07-23,15:28:24.282629,301,124,0.875,130.5,-178.0,1.06312292358804
2024-07-23,15:28:24.348636,301,126,0.76953125,125.5,-180.0,1.06312292358804
2024-07-23,15:28:24.402382,305,124,0.80859375,125.5,-178.0,1.0491803278688525
2024-07-23,15:28:24.468370,309,128,0.7265625,125.5,-178.0,1.035598705501618
2024-07-23,15:28:24.525003,305,128,0.828125,125.5,-178.0,1.0491803278688525
2024-07-23,15:28:24.585011,305,128,0.828125,125.5,-178.0,1.0491803278688525
2024-07-23,15:28:24.648327,305,126,0.8203125,130.5,-178.0,1.0491803278688525
2024-07-23,15:28:24.705481,305,128,0.73828125,125.5,-176.0,1.0491803278688525
2024-07-23,15:28:24.768641,309,128,0.8359375,129.5,-176.0,1.035598705501618
2024-07-23,15:28:24.828623,309,126,0.8515625,125.5,-178.0,1.035598705501618
2024-07-23,15:28:24.885594,305,128,0.890625,125.5,-176.0,1.0491803278688525
2024-07-23,15:28:24.951011,309,126,0.87890625,120.5,-178.0,1.035598705501618
2024-07-23,15:28:25.006674,305,128,0.88671875,130.5,-178.0,1.0491803278688525
2024-07-23,15:28:25.066632,305,126,0.859375,130.5,-178.0,1.0491803278688525
2024-07-23,15:28:25.128066,305,126,0.859375,125.5,-178.0,1.0491803278688525
2024-07-23,15:28:25.186622,305,128,0.875,125.5,-176.0,1.0491803278688525
2024-07-23,15:28:25.249173,301,124,0.8671875,125.5,-176.0,1.06312292358804
2024-07-23,15:28:25.307243,296,126,0.88671875,125.0,-178.0,1.0810810810810811
2024-07-23,15:28:25.367149,301,126,0.87890625,130.5,-178.0,1.06312292358804
2024-07-23,15:28:25.431047,309,128,0.8671875,125.5,-176.0,1.035598705501618
2024-07-23,15:28:25.487272,301,128,0.8984375,125.5,-176.0,1.06312292358804
2024-07-23,15:28:25.551821,305,128,0.859375,130.5,-176.0,1.0491803278688525
